nasa_id,nombre,magnitud_absoluta,diametro_min_km,diametro_max_km,es_peligroso,fecha_aproximacion,velocidad_km_s,distancia_km,fecha_extraccion,diametro_promedio_km,fecha_procesamiento
54256783,(2022 EE6),24.53,0.0330031183,0.0737972161,False,2025-01-13,8.7048229381,5947881.639766284,2026-04-15 20:51:53.549395,0.0534001672,2026-04-15 15:56:41
54341644,(2023 CS3),26.94,0.0108781483,0.0243242791,False,2025-01-13,6.2823788524,10178763.929182302,2026-04-15 20:51:53.549399,0.0176012137,2026-04-15 15:56:41
54356994,(2023 HU5),27.58,0.0081013049,0.0181150684,False,2025-01-13,7.4663124731,36898816.0127613,2026-04-15 20:51:53.549403,0.013108186649999999,2026-04-15 15:56:41
54515077,(2025 AX2),26.88,0.0111829138,0.0250057554,False,2025-01-13,10.39131851,3151350.085819741,2026-04-15 20:51:53.549407,0.018094334599999998,2026-04-15 15:56:41
54514246,(2025 AE1),22.22,0.0956213733,0.2138158908,False,2025-01-13,21.0410257838,22691127.158019576,2026-04-15 20:51:53.549413,0.15471863205,2026-04-15 15:56:41
54517094,(2025 BT2),26.82,0.0114962176,0.0257063241,False,2025-01-13,17.2294677911,1094076.497472139,2026-04-15 20:51:53.549417,0.01860127085,2026-04-15 15:56:41
54516181,(2025 BH),25.29,0.0232570687,0.0520043867,False,2025-01-13,14.9174749625,1324015.35004352,2026-04-15 20:51:53.549422,0.037630727700000005,2026-04-15 15:56:41
54529811,(2025 JH2),27.05,0.01034082,0.0231227764,False,2025-01-13,5.0988330654,27406948.34127288,2026-04-15 20:51:53.549426,0.016731798200000002,2026-04-15 15:56:41
3313157,(2006 BA),27.6,0.0080270317,0.0179489885,False,2025-01-12,10.6819175304,22092069.2494283,2026-04-15 20:51:53.549430,0.012988010099999999,2026-04-15 15:56:41
3648878,(2013 TG6),26.58,0.012839703,0.0287104486,False,2025-01-12,12.4569412057,43060552.47514613,2026-04-15 20:51:53.549435,0.0207750758,2026-04-15 15:56:41
3989277,(2020 BN12),25.9,0.0175612318,0.0392681082,False,2025-01-12,10.7614171586,25592941.683649205,2026-04-15 20:51:53.549439,0.02841467,2026-04-15 15:56:41
54105515,(2021 AR5),25.55,0.0206326484,0.0461360043,False,2025-01-12,5.8196598093,11550817.11501492,2026-04-15 20:51:53.549443,0.03338432635,2026-04-15 15:56:41
